244467287,在青春里遇见,卜冠今,https://www.xiami.com/song/xN7e8gdaa4d,xN7e8gdaa4d
244467287,小流星,汪苏泷；吴映洁,https://www.xiami.com/song/xN7NtA9c02f,xN7NtA9c02f
244467287,小酒窝 (国语),蔡卓妍；林俊杰,https://www.xiami.com/song/U5SiwN26dcf,U5SiwN26dcf
244467287,微不足道的小事是我还爱着你,张磊,https://www.xiami.com/song/xN6CXvdcc3e,xN6CXvdcc3e
244467287,忽而今夏,汪苏泷,https://www.xiami.com/song/8IrRMXe9ba7,8IrRMXe9ba7
244467287,光年之外,G.E.M.邓紫棋,https://www.xiami.com/song/xNby9pa82a7,xNby9pa82a7
355159433,光年之外,G.E.M.邓紫棋,https://www.xiami.com/song/xNby9pa82a7,xNby9pa82a7
355159433,小半,陈粒,https://www.xiami.com/song/8G4eN5eeff3,8G4eN5eeff3
355159433,红昭愿 (老版),音阙诗听,https://www.xiami.com/song/b1rBLTT4129e,b1rBLTT4129e
355159433,云烟成雨,房东的猫,https://www.xiami.com/song/xNh8g1d2367,xNh8g1d2367
355159433,123我爱你,新乐尘符,https://www.xiami.com/song/mSF3y378794,mSF3y378794
355159433,侧脸,于果,https://www.xiami.com/song/mSGBYF5eafe,mSGBYF5eafe
355159433,小半 (Cover 陈粒),鹿子MIKA,https://www.xiami.com/song/xN1gDU10b72,xN1gDU10b72
355159433,有个爱你的人不容易,那英,https://www.xiami.com/song/8GxeB0fedeb,8GxeB0fedeb
355159433,爱着爱着就永远,田馥甄,https://www.xiami.com/song/8GnFa81828d,8GnFa81828d
355159433,祝福,叶倩文,https://www.xiami.com/song/JAR9qX25705,JAR9qX25705
355159433,差一步,大壮,https://www.xiami.com/song/xNkoVKa65d9,xNkoVKa65d9
355159433,最好的债,杨千嬅,https://www.xiami.com/song/8GtP86fcb96,8GtP86fcb96
355159433,无条件,陈奕迅,https://www.xiami.com/song/bf0CiPT2ff14,bf0CiPT2ff14
355159433,苦瓜,陈奕迅,https://www.xiami.com/song/xLs4YXa6572,xLs4YXa6572
355159433,我终于失去了你 (Live),李宗盛,https://www.xiami.com/song/fPlzb7e37,fPlzb7e37
24253649,Traveling Light,Joel Hanson；Sara Groves,https://www.xiami.com/song/bASVXc658e,bASVXc658e
24253649,追光者,岑宁儿,https://www.xiami.com/song/8HOEd2ee0b8,8HOEd2ee0b8
24253649,最美的期待,周笔畅,https://www.xiami.com/song/mSFWBO804da,mSFWBO804da
24253649,最美情侣,白小白,https://www.xiami.com/song/mSsfG479b2c,mSsfG479b2c
